-5.3569,2.6041,1.7082,1.1406,5.1024,-1.8972,-5.4077,2.5465,-3.6499,0.80226,1.9447,-2.7172,4.2532,5.2665,7.3287,2.4638,2.7224,6.1596,8.4594,-2.2377,0.5531,-0.51834,3.0626,2.1392,1.4423,2.7413,6.9066,11.49,2.7662,-0.13669,3.4209,3.8713,1.1752,-2.2123,1.2002,5.9247,-2.2127,5.5839,5.251,-0.40218
-4.4584,1.9477,2.739,1.774,4.9059,-2.982,-4.489,2.9401,-2.2664,1.2518,2.2725,-1.8784,3.9716,7.2742,6.7156,1.5313,2.9292,7.0059,6.5484,-3.6949,2.043,0.30037,3.2921,2.6944,1.7502,3.4049,8.3789,10.432,-1.2337,-0.041717,3.6134,4.2439,0.40734,-1.8269,1.02,6.0643,-0.38231,5.74,5.2923,-2.769
-3.2374,0.96689,3.4242,2.5664,4.3606,-3.8554,-3.5879,2.8339,-0.98683,1.6217,2.5596,-1.1128,3.7627,8.7583,5.6237,0.3407,3.221,7.7113,4.0405,-4.3475,3.1961,1.6607,3.5291,3.1151,2.1104,4.2071,9.6612,7.2792,-4.5464,1.0779,4.0215,4.3348,-0.35516,-1.3504,0.88475,6.2571,1.4806,5.8047,4.2154,-4.522
-2.0215,0.22035,3.8008,3.4247,3.3908,-4.4521,-2.7738,2.5108,0.098683,1.9351,2.7955,-0.41404,3.7279,9.7367,3.9528,-0.68384,3.4139,8.1855,1.2295,-4.3288,3.4625,3.3044,3.7262,3.325,2.5635,5.1606,10.146,2.3714,-5.9834,1.5094,4.8868,4.0463,-1.0797,-0.77644,0.86441,6.4881,3.3054,5.5374,2.3423,-5.267
-1.2094,-0.1006,4.013,4.1635,2.03,-4.6777,-2.1599,2.1657,1.0006,2.2484,2.9828,0.23744,3.9083,10.203,1.8074,-1.1899,3.3724,8.3163,-1.457,-3.6815,2.8576,4.7709,3.963,3.3213,3.129,6.1894,9.1475,-2.8101,-5.1678,0.28518,5.5129,3.6236,-1.7037,-0.15122,1.0333,6.7713,4.8856,4.5669,0.28683,-5.0545
-0.84619,-0.13493,4.1721,4.6239,0.44569,-4.4452,-1.8368,1.8739,1.7735,2.6016,3.1276,0.86485,4.3006,10.108,-0.49161,-0.95841,3.1797,8.0729,-3.5435,-2.3741,1.9413,5.774,4.3872,3.1697,3.762,7.0505,6.4035,-6.3786,-2.5612,-1.2876,5.4443,3.4658,-2.1502,0.46345,1.4451,7.1461,5.8775,2.7398,-1.1712,-4.3091
-0.6688,-0.038757,4.3335,4.7342,-1.1087,-3.7266,-1.7751,1.6272,2.4682,3.0152,3.2351,1.4873,4.8591,9.3909,-2.5183,-0.023592,3.1764,7.5028,-4.7539,-0.59879,1.494,6.3822,4.983,2.9411,4.3552,7.371,2.4997,-7.5546,0.040689,-1.5322,5.2251,3.4867,-2.4303,1.0227,2.122,7.6362,5.9092,0.42225,-1.4941,-3.5482
-0.44281,0.14171,4.5232,4.4976,-2.3883,-2.5958,-1.8062,1.4153,3.1108,3.4989,3.3098,2.1123,5.4905,8.0299,-3.962,1.2194,3.7189,6.5901,-5.2029,1.1457,1.9923,6.8609,5.4979,2.6664,4.7977,6.8728,-1.4267,-6.9683,1.0175,-0.6509,5.206,3.3548,-2.5829,1.4689,3.0508,8.1701,4.7577,-1.6177,-0.76419,-2.9842
-0.095262,0.42531,4.7524,3.9595,-3.2427,-1.2413,-1.7169,1.2733,3.7106,4.0521,3.3561,2.727,6.0526,6.0933,-4.7812,2.1574,4.8054,5.2106,-5.2633,2.3255,3.3769,7.3961,5.5713,2.3305,5.0405,5.5934,-4.4002,-5.4433,0.50795,0.24458,5.3234,2.9535,-2.6296,1.7324,4.1604,8.5164,2.5197,-2.703,0.36099,-2.4614
0.31887,0.83264,5.0138,3.1787,-3.6491,0.082297,-1.3705,1.2521,4.281,4.6576,3.3743,3.2941,6.3731,3.7504,-5.1021,2.3193,6.0073,3.3471,-5.2129,2.6061,5.2106,7.9928,4.8754,1.9367,5.1287,3.8563,-6.026,-3.573,-0.39033,0.65058,5.5168,2.38,-2.5859,1.7744,5.3062,8.3255,-0.30959,-2.6074,1.1734,-1.8366
0.7146,1.3508,5.2722,2.2143,-3.6775,1.1497,-0.75497,1.3738,4.8466,5.2801,3.3504,3.7537,6.2986,1.2791,-4.9868,1.6141,6.842,1.316,-5.0234,1.9261,6.8726,8.5227,3.2749,1.605,5.1658,2.0277,-6.4742,-1.8916,-0.90114,0.73154,5.733,1.7662,-2.4643,1.6148,6.3068,7.3317,-2.9723,-1.5634,1.4997,-1.1801
